Date,Nav,Units,Tran_Value,Num_Days,Fund Value
2013-02-19,93.135,418.04931813758435,0.0,0.0,38935.02324474392
2013-02-20,93.147,418.04931813758435,0.0,0.0,38940.03983656157
2013-02-21,91.797,418.04931813758435,0.0,0.0,38375.67325707583
2013-02-22,91.716,418.04931813758435,0.0,0.0,38341.811262306685
2013-02-25,91.113,418.04931813758435,0.0,0.0,38089.72752346972
2013-02-26,89.75,418.04931813758435,0.0,0.0,37519.926302848195
2013-02-27,90.34,418.04931813758435,0.0,0.0,37766.57540054937
2013-02-28,88.434,644.2066784288751,20000.0,3729.0,56969.77340017914
2013-03-01,89.285,644.2066784288751,0.0,0.0,57517.99328352211
2013-03-04,89.001,644.2066784288751,0.0,0.0,57335.03858684831
2013-03-05,90.188,644.2066784288751,0.0,0.0,58099.71191414339
2013-03-06,90.813,644.2066784288751,0.0,0.0,58502.34108816143
2013-03-07,91.221,644.2066784288751,0.0,0.0,58765.17741296042
2013-03-08,92.264,644.2066784288751,0.0,0.0,59437.084978561725
2013-03-11,92.145,644.2066784288751,0.0,0.0,59360.42438382869
2013-03-12,91.719,644.2066784288751,0.0,0.0,59085.99233881799
2013-03-13,90.639,644.2066784288751,0.0,0.0,58390.2491261148
2013-03-14,91.45,644.2066784288751,0.0,0.0,58912.70074232063
2013-03-15,90.656,644.2066784288751,0.0,0.0,58401.2006396481
2013-03-18,90.039,644.2066784288751,0.0,0.0,58003.72511905748
2013-03-19,88.698,644.2066784288751,0.0,0.0,57139.84396328436
2013-03-20,87.33,644.2066784288751,0.0,0.0,56258.56922719366
2013-03-21,86.994,644.2066784288751,0.0,0.0,56042.115783241556
2013-03-22,86.912,644.2066784288751,0.0,0.0,55989.290835610394
2013-03-25,86.644,644.2066784288751,0.0,0.0,55816.64344579146
2013-03-26,86.93,644.2066784288751,0.0,0.0,56000.886555822115
2013-03-28,87.656,644.2066784288751,0.0,0.0,56468.58060436148
2013-04-01,88.416,644.2066784288751,0.0,0.0,56958.17767996742
2013-04-02,89.659,867.2740782437292,20000.0,3696.0,77758.92658125452
2013-04-03,88.756,867.2740782437292,0.0,0.0,76975.77808860042
2013-04-04,87.115,867.2740782437292,0.0,0.0,75552.58132620246
2013-04-05,87.034,867.2740782437292,0.0,0.0,75482.33212586473
2013-04-08,86.94,867.2740782437292,0.0,0.0,75400.80836250981
2013-04-09,86.078,867.2740782437292,0.0,0.0,74653.21810706372
2013-04-10,86.816,867.2740782437292,0.0,0.0,75293.26637680759
2013-04-11,87.636,867.2740782437292,0.0,0.0,76004.43112096745
2013-04-12,86.383,867.2740782437292,0.0,0.0,74917.73670092806
2013-04-15,87.293,867.2740782437292,0.0,0.0,75706.95611212986
2013-04-16,88.472,867.2740782437292,0.0,0.0,76729.4722503792
2013-04-17,88.997,867.2740782437292,0.0,0.0,77184.79114145716
2013-04-18,89.916,867.2740782437292,0.0,0.0,77981.81601936315
2013-04-22,90.521,867.2740782437292,0.0,0.0,78506.51683670061
2013-04-23,90.447,867.2740782437292,0.0,0.0,78442.33855491057
2013-04-25,91.153,867.2740782437292,0.0,0.0,79054.63405415065
2013-04-26,90.353,867.2740782437292,0.0,0.0,78360.81479155566
2013-04-29,90.711,867.2740782437292,0.0,0.0,78671.29891156692
2013-04-30,90.866,867.2740782437292,0.0,0.0,78805.7263936947
2013-05-02,91.685,867.2740782437292,0.0,0.0,79516.02386377631
2013-05-03,90.406,867.2740782437292,0.0,0.0,78406.78031770258
2013-05-06,91.164,1086.6589231386438,20000.0,3662.0,99064.17406901132
2013-05-07,91.96,1086.6589231386438,0.0,0.0,99929.15457182967
2013-05-08,92.252,1086.6589231386438,0.0,0.0,100246.45897738617
2013-05-09,91.811,1086.6589231386438,0.0,0.0,99767.24239228203
2013-05-10,92.248,1086.6589231386438,0.0,0.0,100242.11234169362
2013-05-13,90.691,1086.6589231386438,0.0,0.0,98550.18439836675
2013-05-14,91.022,1086.6589231386438,0.0,0.0,98909.86850192564
2013-05-15,92.941,1086.6589231386438,0.0,0.0,100995.1669754287
2013-05-16,93.346,1086.6589231386438,0.0,0.0,101435.26383929985
2013-05-17,93.665,1086.6589231386438,0.0,0.0,101781.90803578107
2013-05-20,92.638,1086.6589231386438,0.0,0.0,100665.90932171769
2013-05-21,91.579,1086.6589231386438,0.0,0.0,99515.13752211386
2013-05-22,90.917,1086.6589231386438,0.0,0.0,98795.76931499608
2013-05-23,88.618,1086.6589231386438,0.0,0.0,96297.54045070033
2013-05-24,88.634,1086.6589231386438,0.0,0.0,96314.92699347055
2013-05-27,89.417,1086.6589231386438,0.0,0.0,97165.7809302881
2013-05-28,90.126,1086.6589231386438,0.0,0.0,97936.22210679342
2013-05-29,89.88,1086.6589231386438,0.0,0.0,97668.90401170129
2013-05-30,89.989,1086.6589231386438,0.0,0.0,97787.34983432342
2013-05-31,88.834,1086.6589231386438,0.0,0.0,96532.25877809829
2013-06-03,88.638,1086.6589231386438,0.0,0.0,96319.27362916312
2013-06-04,88.535,1312.5582849729467,20000.0,3633.0,116207.34776007984
2013-06-05,88.46,1312.5582849729467,0.0,0.0,116108.90588870685
2013-06-06,88.433,1312.5582849729467,0.0,0.0,116073.46681501261
2013-06-07,87.857,1312.5582849729467,0.0,0.0,115317.43324286818
2013-06-10,87.376,1312.5582849729467,0.0,0.0,114686.0927077962
2013-06-11,86.087,1312.5582849729467,0.0,0.0,112994.20507846607
2013-06-12,85.995,1312.5582849729467,0.0,0.0,112873.44971624856
2013-06-13,84.939,1312.5582849729467,0.0,0.0,111487.38816731711
2013-06-14,86.469,1312.5582849729467,0.0,0.0,113495.60234332572
2013-06-17,86.668,1312.5582849729467,0.0,0.0,113756.80144203536
2013-06-18,86.275,1312.5582849729467,0.0,0.0,113240.96603604099
2013-06-19,86.423,1312.5582849729467,0.0,0.0,113435.22466221698
2013-06-20,84.381,1312.5582849729467,0.0,0.0,110754.98064430221
2013-06-21,84.161,1312.5582849729467,0.0,0.0,110466.21782160817
2013-06-24,82.497,1312.5582849729467,0.0,0.0,108282.12083541318
2013-06-25,82.44,1312.5582849729467,0.0,0.0,108207.30501316972
2013-06-26,82.516,1312.5582849729467,0.0,0.0,108307.05944282768
2013-06-27,83.361,1312.5582849729467,0.0,0.0,109416.17119362981
2013-06-28,85.64,1312.5582849729467,0.0,0.0,112407.49152508315
2013-07-01,86.603,1312.5582849729467,0.0,0.0,113671.4851535121
2013-07-02,86.212,1312.5582849729467,0.0,0.0,113158.27486408768
2013-07-03,84.46,1549.356769462646,20000.0,3604.0,130858.67274881508
2013-07-04,85.271,1549.356769462646,0.0,0.0,132115.20108884928
2013-07-05,85.521,1549.356769462646,0.0,0.0,132502.54028121496
2013-07-08,84.587,1549.356769462646,0.0,0.0,131055.44105853685
2013-07-09,85.036,1549.356769462646,0.0,0.0,131751.10224802556
2013-07-10,84.45,1549.356769462646,0.0,0.0,130843.17918112046
2013-07-11,85.612,1549.356769462646,0.0,0.0,132643.53174723603
2013-07-12,86.605,1549.356769462646,0.0,0.0,134182.04301931246
2013-07-15,86.958,1549.356769462646,0.0,0.0,134728.96595893276
2013-07-16,85.83,1549.356769462646,0.0,0.0,132981.29152297892
2013-07-17,85.626,1549.356769462646,0.0,0.0,132665.22274200854
2013-07-18,86.269,1549.356769462646,0.0,0.0,133661.45914477302
2013-07-19,86.012,1549.356769462646,0.0,0.0,133263.2744550211
2013-07-22,86.026,1549.356769462646,0.0,0.0,133284.96544979358
2013-07-23,86.601,1549.356769462646,0.0,0.0,134175.8455922346
2013-07-24,85.598,1549.356769462646,0.0,0.0,132621.84075246358
2013-07-25,84.459,1549.356769462646,0.0,0.0,130857.12339204563
2013-07-26,84.074,1549.356769462646,0.0,0.0,130260.6210358025
2013-07-29,83.269,1549.356769462646,0.0,0.0,129013.38883638509
2013-07-30,81.47,1549.356769462646,0.0,0.0,126226.09600812178
2013-07-31,81.251,1549.356769462646,0.0,0.0,125886.78687560947
2013-08-01,80.406,1798.0944258564475,20000.0,3575.0,144577.58040541352
2013-08-02,79.778,1798.0944258564475,0.0,0.0,143448.37710597567
2013-08-05,79.681,1798.0944258564475,0.0,0.0,143273.96194666758
2013-08-06,77.605,1798.0944258564475,0.0,0.0,139541.11791858962
2013-08-07,78.278,1798.0944258564475,0.0,0.0,140751.235467191
2013-08-08,79.152,1798.0944258564475,0.0,0.0,142322.76999538954
2013-08-12,80.341,1798.0944258564475,0.0,0.0,144460.70426773283
2013-08-13,81.402,1798.0944258564475,0.0,0.0,146368.48245356654
2013-08-14,82.203,1798.0944258564475,0.0,0.0,147808.75608867756
2013-08-16,79.15,1798.0944258564475,0.0,0.0,142319.17380653784
2013-08-19,77.949,1798.0944258564475,0.0,0.0,140159.66240108424
2013-08-20,78.223,1798.0944258564475,0.0,0.0,140652.3402737689
2013-08-21,76.719,1798.0944258564475,0.0,0.0,137948.0062572808
2013-08-22,78.164,1798.0944258564475,0.0,0.0,140546.25270264337
2013-08-23,78.701,1798.0944258564475,0.0,0.0,141511.82940932826
2013-08-26,78.66,1798.0944258564475,0.0,0.0,141438.10753786814
2013-08-27,76.486,1798.0944258564475,0.0,0.0,137529.05025605625
2013-08-28,75.928,1798.0944258564475,0.0,0.0,136525.71356642834
2013-08-29,76.981,1798.0944258564475,0.0,0.0,138419.10699685517
2013-08-30,78.052,1798.0944258564475,0.0,0.0,140344.86612694745
2013-09-02,79.221,1798.0944258564475,0.0,0.0,142446.83851077364
2013-09-03,76.912,2058.131871248584,20000.0,3542.0,158295.0384814711
2013-09-04,78.295,2058.131871248584,0.0,0.0,161141.4348594079
2013-09-05,80.359,2058.131871248584,0.0,0.0,165389.41904166495
2013-09-06,81.583,2058.131871248584,0.0,0.0,167908.57245207322
2013-09-10,83.89,2058.131871248584,0.0,0.0,172656.6826790437
2013-09-11,84.654,2058.131871248584,0.0,0.0,174229.09542867763
2013-09-12,83.598,2058.131871248584,0.0,0.0,172055.70817263913
2013-09-13,83.68,2058.131871248584,0.0,0.0,172224.47498608154
2013-09-16,83.523,2058.131871248584,0.0,0.0,171901.34828229548
2013-09-17,83.696,2058.131871248584,0.0,0.0,172257.40509602148
2013-09-18,84.091,2058.131871248584,0.0,0.0,173070.36718516468
2013-09-19,86.891,2058.131871248584,0.0,0.0,178833.13642466074
2013-09-20,85.537,2058.131871248584,0.0,0.0,176046.42587099015
2013-09-23,84.125,2058.131871248584,0.0,0.0,173140.34366878713
2013-09-24,83.807,2058.131871248584,0.0,0.0,172485.85773373008
2013-09-25,83.548,2058.131871248584,0.0,0.0,171952.8015790767
2013-09-26,83.757,2058.131871248584,0.0,0.0,172382.95114016766
2013-09-27,83.631,2058.131871248584,0.0,0.0,172123.62652439033
2013-09-30,82.261,2058.131871248584,0.0,0.0,169303.98586077977
2013-10-01,83.012,2058.131871248584,0.0,0.0,170849.64289608746
2013-10-03,84.484,2058.131871248584,0.0,0.0,173879.21301056538
2013-10-04,84.889,2293.733657110121,20000.0,3511.0,194712.75641842105
2013-10-07,84.923,2293.733657110121,0.0,0.0,194790.7433627628
2013-10-08,85.08,2293.733657110121,0.0,0.0,195150.85954692907
2013-10-09,86.016,2293.733657110121,0.0,0.0,197297.79424998417
2013-10-10,86.533,2293.733657110121,0.0,0.0,198483.6545507101
2013-10-11,87.397,2293.733657110121,0.0,0.0,200465.44043045325
2013-10-14,87.609,2293.733657110121,0.0,0.0,200951.71196576057
2013-10-15,87.38,2293.733657110121,0.0,0.0,200426.44695828235
2013-10-17,86.968,2293.733657110121,0.0,0.0,199481.428691553
2013-10-18,88.831,2293.733657110121,0.0,0.0,203754.65449474915
2013-10-21,88.918,2293.733657110121,0.0,0.0,203954.20932291774
2013-10-22,88.965,2293.733657110121,0.0,0.0,204062.0148048019
2013-10-23,88.838,2293.733657110121,0.0,0.0,203770.7106303489
2013-10-24,88.513,2293.733657110121,0.0,0.0,203025.24719178813
2013-10-25,88.146,2293.733657110121,0.0,0.0,202183.44693962872
2013-10-28,87.292,2293.733657110121,0.0,0.0,200224.59839645668
2013-10-29,88.887,2293.733657110121,0.0,0.0,203883.1035795473
2013-10-30,89.427,2293.733657110121,0.0,0.0,205121.7197543868
2013-10-31,90.454,2293.733657110121,0.0,0.0,207477.38422023886
2013-11-01,90.965,2293.733657110121,0.0,0.0,208649.48211902217
2013-11-05,90.969,2293.733657110121,0.0,0.0,208658.6570536506
2013-11-06,90.676,2514.2991871290897,20000.0,3478.0,227986.59309211734
2013-11-07,89.651,2514.2991871290897,0.0,0.0,225409.43642531
2013-11-08,89.391,2514.2991871290897,0.0,0.0,224755.71863665647
2013-11-11,88.741,2514.2991871290897,0.0,0.0,223121.42416502253
2013-11-12,87.906,2514.2991871290897,0.0,0.0,221021.98434376976
2013-11-13,87.249,2514.2991871290897,0.0,0.0,219370.08977782592
2013-11-14,88.374,2514.2991871290897,0.0,0.0,222198.67636334617
2013-11-18,89.839,2514.2991871290897,0.0,0.0,225882.1246724903
2013-11-19,90.22,2514.2991871290897,0.0,0.0,226840.07266278646
2013-11-20,89.007,2514.2991871290897,0.0,0.0,223790.2277487989
2013-11-21,87.356,2514.2991871290897,0.0,0.0,219639.11979084875
2013-11-22,87.021,2514.2991871290897,0.0,0.0,218796.8295631605
2013-11-25,88.805,2514.2991871290897,0.0,0.0,223282.3393129988
2013-11-26,87.921,2514.2991871290897,0.0,0.0,221059.6988315767
2013-11-27,87.9,2514.2991871290897,0.0,0.0,221006.898548647
2013-11-28,88.374,2514.2991871290897,0.0,0.0,222198.67636334617
2013-11-29,90.159,2514.2991871290897,0.0,0.0,226686.7004123716
2013-12-02,90.746,2514.2991871290897,0.0,0.0,228162.59403521635
2013-12-03,90.828,2514.2991871290897,0.0,0.0,228368.76656856097
2013-12-04,90.233,2514.2991871290897,0.0,0.0,226872.75855221917
2013-12-05,91.185,2514.2991871290897,0.0,0.0,229266.37137836605
2013-12-06,91.335,2733.2732934410183,20000.0,3448.0,249643.5162564354
2013-12-09,92.599,2733.2732934410183,0.0,0.0,253098.37369934487
2013-12-10,91.996,2733.2732934410183,0.0,0.0,251450.2099033999
2013-12-11,91.505,2733.2732934410183,0.0,0.0,250108.17271632038
2013-12-12,90.68,2733.2732934410183,0.0,0.0,247853.22224923156
2013-12-13,89.416,2733.2732934410183,0.0,0.0,244398.3648063221
2013-12-16,89.437,2733.2732934410183,0.0,0.0,244455.76354548434
2013-12-17,89.702,2733.2732934410183,0.0,0.0,245180.0809682462
2013-12-18,90.633,2733.2732934410183,0.0,0.0,247724.7584044398
2013-12-19,89.921,2733.2732934410183,0.0,0.0,245778.66781950984
2013-12-20,91.476,2733.2732934410183,0.0,0.0,250028.9077908106
2013-12-23,92.003,2733.2732934410183,0.0,0.0,251469.342816454
2013-12-24,91.911,2733.2732934410183,0.0,0.0,251217.88167345742
2013-12-26,92.087,2733.2732934410183,0.0,0.0,251698.93777310307
2013-12-27,92.614,2733.2732934410183,0.0,0.0,253139.37279874648
2013-12-30,92.324,2733.2732934410183,0.0,0.0,252346.72354364858
2013-12-31,92.54,2733.2732934410183,0.0,0.0,252937.11057503184
2014-01-01,92.639,2733.2732934410183,0.0,0.0,253207.70463108248
2014-01-02,91.148,2733.2732934410183,0.0,0.0,249132.39415056192
2014-01-03,91.06,2733.2732934410183,0.0,0.0,248891.86610073913
2014-01-06,90.797,2733.2732934410183,0.0,0.0,248173.01522456412
2014-01-07,90.039,2955.399261077265,20000.0,3416.0,266101.19406813587
2014-01-08,90.203,2955.399261077265,0.0,0.0,266585.87954695255
2014-01-09,89.943,2955.399261077265,0.0,0.0,265817.4757390724
2014-01-10,89.891,2955.399261077265,0.0,0.0,265663.79497749644
2014-01-13,91.178,2955.399261077265,0.0,0.0,269467.39382650284
2014-01-14,90.964,2955.399261077265,0.0,0.0,268834.9383846323
2014-01-15,91.768,2955.399261077265,0.0,0.0,271211.07939053845
2014-01-16,91.564,2955.399261077265,0.0,0.0,270608.1779412787
2014-01-17,90.636,2955.399261077265,0.0,0.0,267865.567426999
2014-01-20,91.309,2955.399261077265,0.0,0.0,269854.55112970393
2014-01-21,91.664,2955.399261077265,0.0,0.0,270903.7178673864
2014-01-22,91.997,2955.399261077265,0.0,0.0,271887.8658213251
2014-01-23,92.02,2955.399261077265,0.0,0.0,271955.8400043299
2014-01-24,90.62,2955.399261077265,0.0,0.0,267818.28103882173
2014-01-27,88.368,2955.399261077265,0.0,0.0,261162.72190287572
2014-01-28,88.487,2955.399261077265,0.0,0.0,261514.41441494392
2014-01-29,88.349,2955.399261077265,0.0,0.0,261106.56931691527
2014-01-30,87.626,2955.399261077265,0.0,0.0,258969.81565115642
2014-01-31,88.358,2955.399261077265,0.0,0.0,261133.16791026498
2014-02-03,87.098,2955.399261077265,0.0,0.0,257409.3648413076
2014-02-04,87.392,2955.399261077265,0.0,0.0,258278.25222406432
2014-02-05,87.602,3183.70455091083,20000.0,3387.0,278898.88606889057
2014-02-06,87.445,3183.70455091083,0.0,0.0,278399.0444543975
2014-02-07,87.93,3183.70455091083,0.0,0.0,279943.1411615893
2014-02-10,87.707,3183.70455091083,0.0,0.0,279233.17504673614
2014-02-11,88.09,3183.70455091083,0.0,0.0,280452.53388973506
2014-02-12,88.58,3183.70455091083,0.0,0.0,282012.54911968135
2014-02-13,87.232,3183.70455091083,0.0,0.0,277720.91538505355
2014-02-14,87.732,3183.70455091083,0.0,0.0,279312.767660509
2014-02-17,87.896,3183.70455091083,0.0,0.0,279834.89520685835
2014-02-18,88.474,3183.70455091083,0.0,0.0,281675.0764372848
2014-02-19,88.654,3183.70455091083,0.0,0.0,282248.14325644873
2014-02-20,87.748,3183.70455091083,0.0,0.0,279363.7069333235
2014-02-21,88.905,3183.70455091083,0.0,0.0,283047.2530987274
2014-02-24,89.187,3183.70455091083,0.0,0.0,283945.0577820842
2014-02-25,89.457,3183.70455091083,0.0,0.0,284804.6580108301
2014-02-26,89.854,3183.70455091083,0.0,0.0,286068.5887175417
2014-02-28,90.74,3183.70455091083,0.0,0.0,288889.3509496487
2014-03-03,89.99,3183.70455091083,0.0,0.0,286501.5725364656
2014-03-04,90.996,3183.70455091083,0.0,0.0,289704.37931468186
2014-03-05,91.854,3183.70455091083,0.0,0.0,292435.9978193634
2014-03-06,93.022,3183.70455091083,0.0,0.0,296154.56473482726
2014-03-07,94.735,3394.8197670400327,20000.0,3357.0,321608.2506305375
2014-03-10,94.934,3394.8197670400327,0.0,0.0,322283.8197641785
2014-03-11,94.343,3394.8197670400327,0.0,0.0,320277.4812818578
2014-03-12,94.328,3394.8197670400327,0.0,0.0,320226.5589853522
2014-03-13,94.226,3394.8197670400327,0.0,0.0,319880.2873691141
2014-03-14,94.614,3394.8197670400327,0.0,0.0,321197.47743872565
2014-03-18,94.882,3394.8197670400327,0.0,0.0,322107.2891362924
2014-03-19,95.076,3394.8197670400327,0.0,0.0,322765.8841710981
2014-03-20,94.512,3394.8197670400327,0.0,0.0,320851.2058224876
2014-03-21,94.711,3394.8197670400327,0.0,0.0,321526.77495612856
2014-03-24,95.784,3394.8197670400327,0.0,0.0,325169.4165661625
2014-03-25,95.939,3394.8197670400327,0.0,0.0,325695.6136300537
2014-03-26,96.233,3394.8197670400327,0.0,0.0,326693.6906415635
2014-03-27,96.721,3394.8197670400327,0.0,0.0,328350.362687879
2014-03-28,97.656,3394.8197670400327,0.0,0.0,331524.51917006145
2014-03-31,98.077,3394.8197670400327,0.0,0.0,332953.7382919853
2014-04-01,98.223,3394.8197670400327,0.0,0.0,333449.38197797316
2014-04-02,99.467,3394.8197670400327,0.0,0.0,337672.53776817094
2014-04-03,99.03,3394.8197670400327,0.0,0.0,336189.00152997446
2014-04-04,98.928,3394.8197670400327,0.0,0.0,335842.72991373634
2014-04-07,98.742,3394.8197670400327,0.0,0.0,335211.29343706695
2014-04-09,100.735,3593.3604927063852,20000.0,3324.0,361977.1692327777
2014-04-10,101.334,3593.3604927063852,0.0,0.0,364129.59216790885
2014-04-11,101.451,3593.3604927063852,0.0,0.0,364550.01534555544
2014-04-15,100.733,3593.3604927063852,0.0,0.0,361969.98251179233
2014-04-16,99.888,3593.3604927063852,0.0,0.0,358933.5928954554
2014-04-17,101.688,3593.3604927063852,0.0,0.0,365401.6417823269
2014-04-21,102.436,3593.3604927063852,0.0,0.0,368089.4754308713
2014-04-22,102.409,3593.3604927063852,0.0,0.0,367992.4546975682
2014-04-23,102.476,3593.3604927063852,0.0,0.0,368233.20985057956
2014-04-25,101.825,3593.3604927063852,0.0,0.0,365893.9321698277
2014-04-28,102.079,3593.3604927063852,0.0,0.0,366806.64573497506
2014-04-29,101.605,3593.3604927063852,0.0,0.0,365103.3928614323
2014-04-30,100.802,3593.3604927063852,0.0,0.0,362217.9243857891
2014-05-02,101.095,3593.3604927063852,0.0,0.0,363270.77901015204
2014-05-05,101.176,3593.3604927063852,0.0,0.0,363561.8412100612
2014-05-06,101.555,3593.3604927063852,0.0,0.0,364923.724836797
2014-05-07,100.762,3593.3604927063852,0.0,0.0,362074.18996608077
2014-05-08,100.902,3593.3604927063852,0.0,0.0,362577.26043505967
2014-05-09,103.623,3593.3604927063852,0.0,0.0,372354.7943357138
2014-05-12,105.714,3593.3604927063852,0.0,0.0,379868.51112596283
2014-05-13,107.793,3593.3604927063852,0.0,0.0,387339.1075902994
2014-05-14,108.357,3777.9355547697496,20000.0,3289.0,409365.7629081858
2014-05-15,108.271,3777.9355547697496,0.0,0.0,409040.86045047553
2014-05-16,109.927,3777.9355547697496,0.0,0.0,415297.1217291743
2014-05-19,112.465,3777.9355547697496,0.0,0.0,424885.5221671799
2014-05-20,112.587,3777.9355547697496,0.0,0.0,425346.4303048618
2014-05-21,112.738,3777.9355547697496,0.0,0.0,425916.898573632
2014-05-22,113.477,3777.9355547697496,0.0,0.0,428708.7929486069
2014-05-23,115.251,3777.9355547697496,0.0,0.0,435410.85062276846
2014-05-26,114.648,3777.9355547697496,0.0,0.0,433132.7554832422
2014-05-27,113.583,3777.9355547697496,0.0,0.0,429109.2541174125
2014-05-28,113.667,3777.9355547697496,0.0,0.0,429426.60070401314
2014-05-29,112.187,3777.9355547697496,0.0,0.0,423835.2560829539
2014-05-30,111.703,3777.9355547697496,0.0,0.0,422006.7352744453
2014-06-02,114.453,3777.9355547697496,0.0,0.0,432396.05805006216
2014-06-03,115.227,3777.9355547697496,0.0,0.0,435320.18016945396
2014-06-04,115.729,3777.9355547697496,0.0,0.0,437216.70381794835
2014-06-05,117.582,3777.9355547697496,0.0,0.0,444217.2184009367
2014-06-06,119.613,3777.9355547697496,0.0,0.0,451890.20551267406
2014-06-09,120.563,3777.9355547697496,0.0,0.0,455479.24428970536
2014-06-10,120.618,3777.9355547697496,0.0,0.0,455687.03074521763
2014-06-11,120.35,3777.9355547697496,0.0,0.0,454674.54401653935
2014-06-12,120.847,3943.4340776954323,20000.0,3260.0,476552.17798725987
2014-06-13,118.574,3943.4340776954323,0.0,0.0,467588.7523286582
2014-06-16,118.715,3943.4340776954323,0.0,0.0,468144.7765336133
2014-06-17,120.694,3943.4340776954323,0.0,0.0,475948.8325733725
2014-06-18,119.673,3943.4340776954323,0.0,0.0,471922.58638004545
2014-06-19,119.165,3943.4340776954323,0.0,0.0,469919.3218685762
2014-06-20,118.492,3943.4340776954323,0.0,0.0,467265.39073428715
2014-06-23,118.243,3943.4340776954323,0.0,0.0,466283.475648941
2014-06-24,120.437,3943.4340776954323,0.0,0.0,474935.37001540477
2014-06-25,119.737,3943.4340776954323,0.0,0.0,472174.96616101795
2014-06-26,118.505,3943.4340776954323,0.0,0.0,467316.6553772972
2014-06-27,119.268,3943.4340776954323,0.0,0.0,470325.49557857885
2014-06-30,121.172,3943.4340776954323,0.0,0.0,477833.7940625109
2014-07-01,121.549,3943.4340776954323,0.0,0.0,479320.46870980214
2014-07-02,122.723,3943.4340776954323,0.0,0.0,483950.06031701656
2014-07-03,122.545,3943.4340776954323,0.0,0.0,483248.1290511867
2014-07-04,123.102,3943.4340776954323,0.0,0.0,485444.62183246313
2014-07-07,123.391,3943.4340776954323,0.0,0.0,486584.27428091713
2014-07-08,120.191,3943.4340776954323,0.0,0.0,473965.28523229173
2014-07-09,119.011,3943.4340776954323,0.0,0.0,469312.0330206111
2014-07-10,118.77,3943.4340776954323,0.0,0.0,468361.6654078865
2014-07-11,116.244,4115.485968545713,20000.0,3231.0,478400.5509276279
2014-07-14,116.178,4115.485968545713,0.0,0.0,478128.92885370384
2014-07-15,118.224,4115.485968545713,0.0,0.0,486549.2131453484
2014-07-16,119.996,4115.485968545713,0.0,0.0,493841.8542816114
2014-07-17,120.704,4115.485968545713,0.0,0.0,496755.6183473417
2014-07-18,120.96,4115.485968545713,0.0,0.0,497809.1827552894
2014-07-21,120.884,4115.485968545713,0.0,0.0,497496.40582168
2014-07-22,121.729,4115.485968545713,0.0,0.0,500973.99146510113
2014-07-23,122.397,4115.485968545713,0.0,0.0,503723.1360920897
2014-07-24,122.633,4115.485968545713,0.0,0.0,504694.39078066644
2014-07-25,121.015,4115.485968545713,0.0,0.0,498035.5344835595
2014-07-28,120.122,4115.485968545713,0.0,0.0,494360.4055136482
2014-07-30,120.713,4115.485968545713,0.0,0.0,496792.65772105864
2014-07-31,120.151,4115.485968545713,0.0,0.0,494479.75460673595
